S.No,timestamp,No_of_availability
5779,2016-07-31 15:45:02,2974
5780,2016-07-31 16:00:02,2962
5781,2016-07-31 16:15:02,2996
5782,2016-07-31 16:30:02,2997
5783,2016-07-31 16:45:02,3028
5784,2016-07-31 17:00:02,3094
5785,2016-07-31 17:15:02,3166
5786,2016-07-31 17:30:02,3246
5787,2016-07-31 17:45:02,3310
5788,2016-07-31 18:00:03,3336
5789,2016-07-31 18:15:03,3369
5790,2016-07-31 18:30:02,3433
5791,2016-07-31 18:45:02,3475
5792,2016-07-31 19:00:03,3512
5793,2016-07-31 19:15:02,3575
5794,2016-07-31 19:30:02,3603
5795,2016-07-31 19:45:02,3632
5796,2016-07-31 20:00:03,3689
5797,2016-07-31 20:15:02,3747
5798,2016-07-31 20:30:02,3827
5799,2016-07-31 20:45:02,3862
5800,2016-07-31 21:00:02,3963
5801,2016-07-31 21:15:02,4107
5802,2016-07-31 21:30:02,4287
5803,2016-07-31 21:45:02,4464
5804,2016-07-31 22:00:02,4669
5805,2016-07-31 22:15:03,4926
5806,2016-07-31 22:30:02,5102
5807,2016-07-31 22:45:02,5163
5808,2016-07-31 23:00:02,5209
5809,2016-07-31 23:15:02,5225
5810,2016-07-31 23:30:02,5262
5811,2016-07-31 23:45:02,5275
